epoch,accuracy,loss,val_accuracy,val_loss
63,0.7965432405471802,0.434374064207077,0.8012785315513611,0.43045273423194885
64,0.7963148951530457,0.4346490204334259,0.8008219003677368,0.4322570562362671
65,0.7988036274909973,0.4345164895057678,0.8057534098625183,0.4292689263820648
66,0.796725869178772,0.4344327747821808,0.7989041209220886,0.4328480362892151
67,0.7967715263366699,0.43390244245529175,0.7982648611068726,0.434315025806427
68,0.7985752820968628,0.43373051285743713,0.7963470220565796,0.4324551820755005
69,0.7975934743881226,0.4332568049430847,0.8017351627349854,0.4316410720348358
70,0.799123227596283,0.4333527684211731,0.8068493008613586,0.4300402104854584
71,0.7982556223869324,0.43353694677352905,0.8023744225502014,0.43083804845809937
72,0.799579918384552,0.4329491853713989,0.8053881525993347,0.4284808933734894
73,0.7988492846488953,0.4330819845199585,0.7936986088752747,0.43510377407073975
74,0.799602746963501,0.4328586757183075,0.7969862818717957,0.4332961440086365
75,0.7976848483085632,0.43301892280578613,0.8070319890975952,0.43108469247817993
76,0.7994428873062134,0.4327968955039978,0.797351598739624,0.43171873688697815
77,0.7991460561752319,0.43266451358795166,0.7984474897384644,0.4328829050064087
78,0.7998082041740417,0.4324397146701813,0.8025570511817932,0.43014559149742126
79,0.7993287444114685,0.43218445777893066,0.8027397394180298,0.43018683791160583
80,0.799054741859436,0.43206343054771423,0.7957990765571594,0.4345337152481079
81,0.7987807393074036,0.4319288432598114,0.7999086976051331,0.4304546117782593
82,0.7998082041740417,0.43172043561935425,0.7978082299232483,0.43373140692710876
