epoch,accuracy,loss,val_accuracy,val_loss
26,0.8357231020927429,0.37202462553977966,0.8270319700241089,0.3835166394710541
27,0.8357459306716919,0.3724517822265625,0.8212785124778748,0.3949465751647949
28,0.8379378318786621,0.36813125014305115,0.8294976949691772,0.3912848234176636
29,0.8369788527488708,0.3697790801525116,0.8326940536499023,0.37678542733192444
30,0.8373213410377502,0.3701014518737793,0.8388127684593201,0.36126473546028137
31,0.8381889462471008,0.3663915693759918,0.8378995656967163,0.3716527819633484
32,0.8374811410903931,0.3689675033092499,0.8427397012710571,0.36027005314826965
33,0.8396273851394653,0.3678816854953766,0.8397260308265686,0.36212876439094543
34,0.8396502137184143,0.36503368616104126,0.8343378901481628,0.3769870102405548
35,0.8399927020072937,0.3635963499546051,0.8404566049575806,0.36498475074768066
36,0.8393077254295349,0.3665482997894287,0.8467580080032349,0.3598150908946991
37,0.8417735695838928,0.36294883489608765,0.8360730409622192,0.37150076031684875
38,0.841659426689148,0.36355701088905334,0.8411872386932373,0.3607185482978821
39,0.8409972786903381,0.36685827374458313,0.8459360599517822,0.3574683964252472
40,0.8412941098213196,0.3629522919654846,0.8410958647727966,0.3573043942451477
41,0.8430978655815125,0.36182478070259094,0.8471232652664185,0.3537990152835846
42,0.8434860110282898,0.36067885160446167,0.8460273742675781,0.3551488518714905
43,0.8427325487136841,0.36275094747543335,0.8377168774604797,0.3641342520713806
44,0.841568112373352,0.3634077310562134,0.8488584756851196,0.34933748841285706
45,0.8467738032341003,0.3577100932598114,0.8462100625038147,0.3565976321697235
46,0.8460431694984436,0.35685306787490845,0.8426483869552612,0.3531886339187622
47,0.8471847772598267,0.356746643781662,0.8398173451423645,0.36109480261802673
48,0.8459746837615967,0.3575366735458374,0.8451141715049744,0.36192330718040466
49,0.8465455174446106,0.357098788022995,0.8431963324546814,0.365178644657135
50,0.8473446369171143,0.35705122351646423,0.8494064211845398,0.3533940613269806
51,0.8454039096832275,0.35885486006736755,0.8442009091377258,0.3552325963973999
52,0.8452897667884827,0.3573928773403168,0.8424657583236694,0.3655264973640442
53,0.8464998602867126,0.35603323578834534,0.8444749116897583,0.3728792071342468
54,0.8450385928153992,0.3573991656303406,0.8515982031822205,0.3459406793117523
55,0.8476871252059937,0.35505449771881104,0.8370776176452637,0.3642359972000122
56,0.8481437563896179,0.3519302308559418,0.8431963324546814,0.35795658826828003
57,0.8447189331054688,0.3598977029323578,0.8518721461296082,0.3448300063610077
58,0.848760187625885,0.3547442555427551,0.8490411043167114,0.35436326265335083
59,0.8449929356575012,0.35783278942108154,0.840730607509613,0.36573004722595215
60,0.8455637097358704,0.3574294447898865,0.851963460445404,0.348453551530838
61,0.8446504473686218,0.3586936891078949,0.8479452133178711,0.3516203463077545
62,0.8486688733100891,0.3535277843475342,0.845479428768158,0.351481556892395
63,0.8456093668937683,0.35566869378089905,0.8544292449951172,0.3507916331291199
64,0.8479382395744324,0.35493552684783936,0.8475798964500427,0.3550716042518616
65,0.8487830758094788,0.3534340262413025,0.8495890498161316,0.3527044653892517
66,0.847527265548706,0.35554856061935425,0.8378081917762756,0.3790670931339264
67,0.8472989797592163,0.3553202152252197,0.8524200916290283,0.35466891527175903
68,0.8478697538375854,0.3548465371131897,0.8486757874488831,0.35838136076927185
69,0.8481437563896179,0.352536678314209,0.8543378710746765,0.3409028649330139
70,0.84809809923172,0.3544941842556,0.8377168774604797,0.3700007498264313
71,0.8494908213615417,0.35190731287002563,0.8555251359939575,0.3438601791858673
72,0.848029613494873,0.35412928462028503,0.8557077646255493,0.3443199694156647
73,0.8490341901779175,0.3519032597541809,0.84995436668396,0.3512501120567322
74,0.8497876524925232,0.35338056087493896,0.850593626499176,0.35861194133758545
75,0.8497876524925232,0.3507404327392578,0.8446575403213501,0.35691744089126587
76,0.8488059043884277,0.354260116815567,0.8458447456359863,0.35392242670059204
77,0.8479154109954834,0.35714927315711975,0.8375342488288879,0.3651362955570221
78,0.847572922706604,0.3553665578365326,0.8476712107658386,0.3562420904636383
79,0.8493995070457458,0.3549206554889679,0.8396347165107727,0.36242440342903137
80,0.8491483926773071,0.35460951924324036,0.8484018445014954,0.3571082353591919
81,0.8481665849685669,0.3552184998989105,0.8498629927635193,0.3595714867115021
82,0.8483720421791077,0.3530825078487396,0.8460273742675781,0.35529565811157227
83,0.8427553772926331,0.3633342683315277,0.8373516201972961,0.3714507818222046
84,0.8509064316749573,0.35053861141204834,0.8494064211845398,0.3524600565433502
85,0.8498333096504211,0.35200726985931396,0.8453881144523621,0.3626997172832489
86,0.8500844836235046,0.3522493243217468,0.848036527633667,0.35592731833457947
87,0.8488972187042236,0.35303735733032227,0.8494064211845398,0.351598858833313
88,0.8504041433334351,0.34932106733322144,0.8398173451423645,0.36659300327301025
89,0.8489200472831726,0.3515673577785492,0.8503196239471436,0.3516736626625061
